================================================================================
LOGO FILENAME REFERENCE
================================================================================

Total unique vendors: 431
Existing logos: 191
Missing logos: 240


================================================================================
ALL VENDORS - Required Logo Filenames
================================================================================
Vendor Name                                        Logo Filename                  Status
LawQi                                              lawqi.png                      ✗ MISSING
LawVu                                              lawvu.png                      ✓ EXISTS
Lawcadia                                           lawcadia.png                      ✓ EXISTS
Lawdify                                            lawdify.png                      ✗ MISSING
Lawformer                                          lawformer.png                      ✓ EXISTS
Lawhive Ltd                                        lawhiveltd.png                      ✓ EXISTS
Lawline                                            lawline.png                      ✓ EXISTS
Lawpath                                            lawpath.png                      ✓ EXISTS
Lawrissa                                           lawrissa.png                      ✗ MISSING
Layerup                                            layerup.png                      ✓ EXISTS
Legal Engine                                       legalengine.png                      ✓ EXISTS
LegalGraph                                         legalgraph.png                      ✗ MISSING
LegalMike                                          legalmike.png                      ✓ EXISTS
LegalOn                                            legalon.png                      ✗ MISSING
LegalSifter, Inc.                                  legalsifterinc.png                      ✓ EXISTS
Legau                                              legau.png                      ✗ MISSING
Legion                                             legion.png                      ✗ MISSING
Legistify                                          legistify.png                      ✓ EXISTS
Legora                                             legora.png                      ✗ MISSING
LexCheck                                           lexcheck.png                      ✗ MISSING
Lexidesk                                           lexidesk.png                      ✗ MISSING
LexisNexis                                         lexisnexis.png                      ✓ EXISTS
Lexitas                                            lexitas.png                      ✗ MISSING
Lexlink AI                                         lexlinkai.png                      ✗ MISSING
Lext                                               lext.png                      ✗ MISSING
Libra                                              libra.png                      ✗ MISSING
LinkSquares                                        linksquares.png                      ✓ EXISTS
LitAgility                                         litagility.png                      ✗ MISSING
Litigaze                                           litigaze.png                      ✗ MISSING
Logical Construct                                  logicalconstruct.png                      ✗ MISSING
Logol AG                                           logolag.png                      ✗ MISSING
Lopti                                              lopti.png                      ✓ EXISTS
Lucio                                              lucio.png                      ✗ MISSING
Luminance Technologies Ltd.                        luminancetechnologiesltd.png                      ✓ EXISTS
Luminos.AI                                         luminosai.png                      ✗ MISSING
Lysp                                               lysp.png                      ✗ MISSING
M-Files                                            mfiles.png                      ✗ MISSING
MINDSET Integrated Co                              mindsetintegratedco.png                      ✗ MISSING
Macro                                              macro.png                      ✗ MISSING
MagNet Agents                                      magnetagents.png                      ✗ MISSING
MagicMirror Security                               magicmirrorsecurity.png                      ✗ MISSING
Maite.ai                                           maiteai.png                      ✓ EXISTS
Mantle                                             mantle.png                      ✗ MISSING
Marveri                                            marveri.png                      ✗ MISSING
Mary Technology                                    marytechnology.png                      ✗ MISSING
Matey AI                                           mateyai.png                      ✓ EXISTS
Merlin Search Technologies                         merlinsearchtechnologies.png                      ✗ MISSING
Metamorf                                           metamorf.png                      ✗ MISSING
MineOS                                             mineos.png                      ✗ MISSING
Minerva26                                          minerva26.png                      ✗ MISSING
MinuteBox Inc.                                     minuteboxinc.png                      ✓ EXISTS
Moonlit.ai                                         moonlitai.png                      ✗ MISSING
MyMai                                              mymai.png                      ✗ MISSING
NLPatent                                           nlpatent.png                      ✓ EXISTS
Navys                                              navys.png                      ✗ MISSING
Nebula Legal                                       nebulalegal.png                      ✓ EXISTS
Negotiagent B.V.                                   negotiagentbv.png                      ✓ EXISTS
Neota                                              neota.png                      ✓ EXISTS
NetDocuments                                       netdocuments.png                      ✓ EXISTS
NewLaw                                             newlaw.png                      ✓ EXISTS
Newcode.ai                                         newcodeai.png                      ✗ MISSING
No More Screenshots, Inc.                          nomorescreenshotsinc.png                      ✗ MISSING
Norm Ai                                            normai.png                      ✓ EXISTS
NowInfinity                                        nowinfinity.png                      ✓ EXISTS
Nuix                                               nuix.png                      ✓ EXISTS
Nymiz                                              nymiz.png                      ✓ EXISTS
Obviate.ai                                         obviateai.png                      ✓ EXISTS
Oddr                                               oddr.png                      ✗ MISSING
Onit                                               onit.png                      ✗ MISSING
Onit, Inc.                                         onitinc.png                      ✓ EXISTS
Ontra                                              ontra.png                      ✗ MISSING
OpenText                                           opentext.png                      ✗ MISSING
Opus 2                                             opus2.png                      ✗ MISSING
Oratio Technologies                                oratiotechnologies.png                      ✓ EXISTS
Otter.ai                                           otterai.png                      ✓ EXISTS
PEXA                                               pexa.png                      ✓ EXISTS
Parambil                                           parambil.png                      ✗ MISSING
Parley                                             parley.png                      ✓ EXISTS
PatentPal                                          patentpal.png                      ✗ MISSING
Patentext, Inc.                                    patentextinc.png                      ✗ MISSING
Patently                                           patently.png                      ✓ EXISTS
Patlytics                                          patlytics.png                      ✓ EXISTS
Patsnap                                            patsnap.png                      ✓ EXISTS
Pax AI                                             paxai.png                      ✓ EXISTS
Paximal                                            paximal.png                      ✓ EXISTS
Paxton AI                                          paxtonai.png                      ✓ EXISTS
Persuit                                            persuit.png                      ✗ MISSING
Phaselab                                           phaselab.png                      ✗ MISSING
Pincites                                           pincites.png                      ✓ EXISTS
Pitchly                                            pitchly.png                      ✓ EXISTS
Plexus                                             plexus.png                      ✓ EXISTS
Plural Policy, Inc.                                pluralpolicyinc.png                      ✓ EXISTS
PointOne                                           pointone.png                      ✗ MISSING
Poppy Legal                                        poppylegal.png                      ✓ EXISTS
Pramata                                            pramata.png                      ✗ MISSING
Precedent                                          precedent.png                      ✗ MISSING
Precisely AB                                       preciselyab.png                      ✗ MISSING
Predictice                                         predictice.png                      ✓ EXISTS
ProCounsel                                         procounsel.png                      ✗ MISSING
Propense.ai                                        propenseai.png                      ✓ EXISTS
Qanooni                                            qanooni.png                      ✓ EXISTS
QorusDocs                                          qorusdocs.png                      ✓ EXISTS
Querious                                           querious.png                      ✓ EXISTS
Qura                                               qura.png                      ✓ EXISTS
RWS                                                rws.png                      ✗ MISSING
Rain Intelligence                                  rainintelligence.png                      ✓ EXISTS
ReVia                                              revia.png                      ✗ MISSING
Recital                                            recital.png                      ✓ EXISTS
Regology                                           regology.png                      ✓ EXISTS
Relativity                                         relativity.png                      ✓ EXISTS
Relaw                                              relaw.png                      ✓ EXISTS
Responsiv                                          responsiv.png                      ✓ EXISTS
Rev                                                rev.png                      ✓ EXISTS
Reveal                                             reveal.png                      ✓ EXISTS
RightHub by Anaqua                                 righthubbyanaqua.png                      ✗ MISSING
Robin AI Limited                                   robinailimited.png                      ✓ EXISTS
RoboLex                                            robolex.png                      ✗ MISSING
Root Signals                                       rootsignals.png                      ✗ MISSING
Ruli, Inc.                                         ruliinc.png                      ✗ MISSING
Saga International B.V.                            sagainternationalbv.png                      ✓ EXISTS
Sahel AI                                           sahelai.png                      ✗ MISSING
Sandbox                                            sandbox.png                      ✗ MISSING
Scissero                                           scissero.png                      ✗ MISSING
Second Chair                                       secondchair.png                      ✗ MISSING
Secured Signing                                    securedsigning.png                      ✓ EXISTS
Seedless                                           seedless.png                      ✗ MISSING
SimpleDocs                                         simpledocs.png                      ✗ MISSING
SimpleLegal                                        simplelegal.png                      ✓ EXISTS
SimpliContract                                     simplicontract.png                      ✓ EXISTS
SimplyAgree                                        simplyagree.png                      ✓ EXISTS
SingleDraft                                        singledraft.png                      ✓ EXISTS
SingleSource Technologies                          singlesourcetechnologies.png                      ✗ MISSING
Sitomatica                                         sitomatica.png                      ✗ MISSING
Skribe                                             skribe.png                      ✓ EXISTS
Sky Discovery                                      skydiscovery.png                      ✓ EXISTS
SlataDoc                                           slatadoc.png                      ✓ EXISTS
SmartEsq                                           smartesq.png                      ✗ MISSING
Smarter Drafter                                    smarterdrafter.png                      ✓ EXISTS
Smokeball                                          smokeball.png                      ✗ MISSING
Solve Intelligence                                 solveintelligence.png                      ✗ MISSING
Sonar Legal                                        sonarlegal.png                      ✗ MISSING
Soutron                                            soutron.png                      ✗ MISSING
Spellbook                                          spellbook.png                      ✗ MISSING
Splitifi                                           splitifi.png                      ✗ MISSING
SquadBox                                           squadbox.png                      ✗ MISSING
Standd                                             standd.png                      ✗ MISSING
Streamline AI                                      streamlineai.png                      ✗ MISSING
StructureFlow                                      structureflow.png                      ✗ MISSING
Summize                                            summize.png                      ✗ MISSING
Supio                                              supio.png                      ✗ MISSING
SurePath AI                                        surepathai.png                      ✗ MISSING
Syllo                                              syllo.png                      ✗ MISSING
Syntheia                                           syntheia.png                      ✗ MISSING
SyntheticJuror                                     syntheticjuror.png                      ✗ MISSING
Syntracts                                          syntracts.png                      ✗ MISSING
Talking Tree                                       talkingtree.png                      ✗ MISSING
Tangibly                                           tangibly.png                      ✗ MISSING
The Legal AI Consultancy by Simplexico             thelegalaiconsultancybysimplexico.png                      ✗ MISSING
The Legal Monitoring Company BV                    thelegalmonitoringcompanybv.png                      ✗ MISSING
The Precedent                                      theprecedent.png                      ✗ MISSING
The Simple Associate, Inc., dba Briefpoint         thesimpleassociateincdbabriefpoint.png                      ✗ MISSING
Theo AI                                            theoai.png                      ✗ MISSING
Thomson Reuters                                    thomsonreuters.png                      ✓ EXISTS
ThoughtRiver                                       thoughtriver.png                      ✗ MISSING
TimeSentry                                         timesentry.png                      ✗ MISSING
TirLegal Inc.                                      tirlegalinc.png                      ✗ MISSING
Tonkean                                            tonkean.png                      ✗ MISSING
Tower                                              tower.png                      ✗ MISSING
Traveling Coaches                                  travelingcoaches.png                      ✗ MISSING
Trellis                                            trellis.png                      ✗ MISSING
TrialKit                                           trialkit.png                      ✗ MISSING
TrialView                                          trialview.png                      ✗ MISSING
Truth Systems                                      truthsystems.png                      ✗ MISSING
U.S. Legal Support                                 uslegalsupport.png                      ✗ MISSING
Unplex                                             unplex.png                      ✗ MISSING
Unwildered                                         unwildered.png                      ✗ MISSING
Upland Software                                    uplandsoftware.png                      ✗ MISSING
Vallor AI                                          vallorai.png                      ✗ MISSING
Vals AI                                            valsai.png                      ✗ MISSING
Vendor Name                                        vendorname.png                      ✗ MISSING
Verbit                                             verbit.png                      ✗ MISSING
Veritext                                           veritext.png                      ✗ MISSING
Veritone                                           veritone.png                      ✗ MISSING
Vesence                                            vesence.png                      ✗ MISSING
Volody                                             volody.png                      ✗ MISSING
Warrant                                            warrant.png                      ✗ MISSING
Wequity                                            wequity.png                      ✗ MISSING
Wexler                                             wexler.png                      ✗ MISSING
Whispli                                            whispli.png                      ✓ EXISTS
Wilson AI                                          wilsonai.png                      ✗ MISSING
Wisetax                                            wisetax.png                      ✗ MISSING
Wolters Kluwer                                     wolterskluwer.png                      ✗ MISSING
Wordsmith AI                                       wordsmithai.png                      ✗ MISSING
Xakia                                              xakia.png                      ✓ EXISTS
Xapien                                             xapien.png                      ✗ MISSING
XpressDox                                          xpressdox.png                      ✗ MISSING
Zeno                                               zeno.png                      ✗ MISSING
askLisa                                            asklisa.png                      ✗ MISSING
ayora                                              ayora.png                      ✗ MISSING
docassemble                                        docassemble.png                      ✓ EXISTS
eBrevia                                            ebrevia.png                      ✓ EXISTS
eDiscovery AI                                      ediscoveryai.png                      ✓ EXISTS
esumry                                             esumry.png                      ✗ MISSING
fileread                                           fileread.png                      ✗ MISSING
goHeather                                          goheather.png                      ✗ MISSING
iManage                                            imanage.png                      ✓ EXISTS
midpage AI Inc.                                    midpageaiinc.png                      ✗ MISSING
vLex                                               vlex.png                      ✗ MISSING

================================================================================
MISSING LOGOS ONLY
================================================================================
Vendor Name                                        Required Filename
--------------------------------------------------------------------------------
12New.ai                                           12newai.png
2nd Chair                                          2ndchair.png
A&O Shearman                                       aoshearman.png
A-dapt International Ltd                           adaptinternationalltd.png
AI Legal Assistant                                 ailegalassistant.png
AI4Discovery                                       ai4discovery.png
Added Matter                                       addedmatter.png
AirCounsel                                         aircounsel.png
Airia                                              airia.png
Alegi                                              alegi.png
Aloi                                               aloi.png
American Arbitration Association                   americanarbitrationassociation.png
Anylaw                                             anylaw.png
ArrowLex                                           arrowlex.png
AtlasAI                                            atlasai.png
August                                             august.png
BRYTER                                             bryter.png
Bering Lab                                         beringlab.png
Black Hills AI                                     blackhillsai.png
Booke.ai                                           bookeai.png
Brackets AI                                        bracketsai.png
CTRL AI Global Ltd.                                ctrlaigloballtd.png
CallidusAI, Inc.                                   callidusaiinc.png
Candle AI                                          candleai.png
Case Compass                                       casecompass.png
CaseBlink                                          caseblink.png
CaseFox                                            casefox.png
CaseGuild                                          caseguild.png
Casey                                              casey.png
Centari                                            centari.png
Chamelio                                           chamelio.png
ChapsVision                                        chapsvision.png
CircleUp Technologies Pty Ltd                      circleuptechnologiesptyltd.png
ClauseBase                                         clausebase.png
ClauseBase 9                                       clausebase9.png
ClearPeople                                        clearpeople.png
Clio                                               clio.png
Cloudficient                                       cloudficient.png
Cobblestone Software                               cobblestonesoftware.png
Coingeit                                           coingeit.png
Competition AI                                     competitionai.png
Consilio                                           consilio.png
Contract Logix by LegalSifter                      contractlogixbylegalsifter.png
ContractKen                                        contractken.png
ContractPodAI                                      contractpodai.png
Contraqto by Swiss GRC                             contraqtobyswissgrc.png
Counsel Stack                                      counselstack.png
DISCO                                              disco.png
Deliberately.ai                                    deliberatelyai.png
Deus Group                                         deusgroup.png
DigitalOwl                                         digitalowl.png
DiliTrust                                          dilitrust.png
Dimension AI                                       dimensionai.png
DocDraft                                           docdraft.png
DraftCheck                                         draftcheck.png
DraftLex                                           draftlex.png
DraftPilot Ltd.                                    draftpilotltd.png
ELTEMATE A Hogan Lovells Technology Company        eltemateahoganlovellstechnologycompany.png
Edge                                               edge.png
EisphorIA                                          eisphoria.png
Element Standard                                   elementstandard.png
Emma Legal                                         emmalegal.png
Emmi                                               emmi.png
Erbis                                              erbis.png
Eskwai                                             eskwai.png
EsquireTek                                         esquiretek.png
Eudia                                              eudia.png
Eve                                                eve.png
EvenUp                                             evenup.png
Evisort                                            evisort.png
EyeLevel                                           eyelevel.png
Fern AI                                            fernai.png
Filevine                                           filevine.png
Finamotion                                         finamotion.png
Finch                                              finch.png
Fireflies.ai                                       firefliesai.png
FirmPilot                                          firmpilot.png
FirmProfit                                         firmprofit.png
FirstRead                                          firstread.png
Flank                                              flank.png
Fledger                                            fledger.png
Gavel                                              gavel.png
Gemini Legal                                       geminilegal.png
Gino LegalTech                                     ginolegaltech.png
HIKE2                                              hike2.png
Hanzo                                              hanzo.png
Happy Curious Lawyer LLP                           happycuriouslawyerllp.png
HaystackID                                         haystackid.png
Icertis                                            icertis.png
Ideagen ConvergePoint                              ideagenconvergepoint.png
Imprima                                            imprima.png
IntelAgree                                         intelagree.png
Introhive                                          introhive.png
Ironclad                                           ironclad.png
JibuDocs                                           jibudocs.png
Jigsaw                                             jigsaw.png
Join GmbH                                          joingmbh.png
Junior Associate                                   juniorassociate.png
Jurimesh                                           jurimesh.png
Juris AI                                           jurisai.png
Jurisage                                           jurisage.png
JuristAI                                           juristai.png
Juro                                               juro.png
Jury-X                                             juryx.png
Justee AI                                          justeeai.png
Juztina                                            juztina.png
KLoBot Inc                                         klobotinc.png
Kaitongo                                           kaitongo.png
Karnov Group                                       karnovgroup.png
Knool                                              knool.png
LEGALFLY                                           legalfly.png
LSG                                                lsg.png
LawDroid                                           lawdroid.png
LawQi                                              lawqi.png
Lawdify                                            lawdify.png
Lawrissa                                           lawrissa.png
LegalGraph                                         legalgraph.png
LegalOn                                            legalon.png
Legau                                              legau.png
Legion                                             legion.png
Legora                                             legora.png
LexCheck                                           lexcheck.png
Lexidesk                                           lexidesk.png
Lexitas                                            lexitas.png
Lexlink AI                                         lexlinkai.png
Lext                                               lext.png
Libra                                              libra.png
LitAgility                                         litagility.png
Litigaze                                           litigaze.png
Logical Construct                                  logicalconstruct.png
Logol AG                                           logolag.png
Lucio                                              lucio.png
Luminos.AI                                         luminosai.png
Lysp                                               lysp.png
M-Files                                            mfiles.png
MINDSET Integrated Co                              mindsetintegratedco.png
Macro                                              macro.png
MagNet Agents                                      magnetagents.png
MagicMirror Security                               magicmirrorsecurity.png
